Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
30/06/2003,Malaysia,5,2,3
30/06/2003,Mongolia,9,0,9
30/06/2003,New Zealand,1,0,1
30/06/2003,Philippines,14,2,12
30/06/2003,Republic of Ireland,1,0,1
30/06/2003,Republic of Korea,3,0,3
30/06/2003,Romania,1,0,1
30/06/2003,Russian Federation,1,0,0
30/06/2003,Singapore,206,32,171
30/06/2003,South Africa,1,1,0
30/06/2003,Spain,1,0,1
30/06/2003,Sweden,3,0,3
30/06/2003,Switzerland,1,0,1
30/06/2003,Thailand,9,2,7
30/06/2003,United Kingdom,4,0,4
30/06/2003,United States,73,0,63
30/06/2003,Viet Nam,63,5,58
01/07/2003,Brazil,1,0,1
01/07/2003,Canada,252,38,192
01/07/2003,China,5327,348,4930
01/07/2003,"Hong Kong SAR, China",1755,298,1429
01/07/2003,"Macao SAR, China",1,0,1
01/07/2003,"Taiwan, China",678,84,498
01/07/2003,Colombia,1,0,1
01/07/2003,Finland,1,0,1
01/07/2003,France,7,0,6
01/07/2003,Germany,10,0,9
01/07/2003,India,3,0,3
01/07/2003,Indonesia,2,0,2
01/07/2003,Italy,5,0,5
01/07/2003,Kuwait,1,0,1
01/07/2003,Malaysia,5,2,3
01/07/2003,Mongolia,9,0,9
01/07/2003,New Zealand,1,0,1
01/07/2003,Philippines,14,2,12
01/07/2003,Republic of Ireland,1,0,1
01/07/2003,Republic of Korea,3,0,3
01/07/2003,Romania,1,0,1
01/07/2003,Russian Federation,1,0,0
01/07/2003,Singapore,206,32,171
01/07/2003,South Africa,1,1,0
01/07/2003,Spain,1,0,1
01/07/2003,Sweden,3,0,3
01/07/2003,Switzerland,1,0,1
01/07/2003,Thailand,9,2,7
01/07/2003,United Kingdom,4,0,4
01/07/2003,United States,73,0,63
01/07/2003,Viet Nam,63,5,58
02/07/2003,Brazil,1,0,1
02/07/2003,Canada,252,38,192
02/07/2003,China,5327,348,4933
02/07/2003,"Hong Kong SAR, China",1755,298,1429
02/07/2003,"Macao SAR, China",1,0,1
02/07/2003,"Taiwan, China",676,84,498
02/07/2003,Colombia,1,0,1
02/07/2003,Finland,1,0,1
02/07/2003,France,7,0,6
02/07/2003,Germany,10,0,9
02/07/2003,India,3,0,3
02/07/2003,Indonesia,2,0,2
02/07/2003,Italy,4,0,4
02/07/2003,Kuwait,1,0,1
02/07/2003,Malaysia,5,2,3
02/07/2003,Mongolia,9,0,9
02/07/2003,New Zealand,1,0,1
02/07/2003,Philippines,14,2,12
02/07/2003,Republic of Ireland,1,0,1
02/07/2003,Republic of Korea,3,0,3
02/07/2003,Romania,1,0,1
02/07/2003,Russian Federation,1,0,0
02/07/2003,Singapore,206,32,171
02/07/2003,South Africa,1,1,0
02/07/2003,Spain,1,0,1
02/07/2003,Sweden,3,0,3
02/07/2003,Switzerland,1,0,1
02/07/2003,Thailand,9,2,7
02/07/2003,United Kingdom,4,0,4
02/07/2003,United States,73,0,63
02/07/2003,Viet Nam,63,5,58
03/07/2003,Brazil,1,0,1
03/07/2003,Canada,251,38,193
03/07/2003,China,5327,348,4933
03/07/2003,"Hong Kong SAR, China",1755,298,1429
03/07/2003,"Macao SAR, China",1,0,1
03/07/2003,"Taiwan, China",674,84,498
03/07/2003,Colombia,1,0,1
03/07/2003,Finland,1,0,1
03/07/2003,France,7,0,6
03/07/2003,Germany,10,0,9
03/07/2003,India,3,0,3
03/07/2003,Indonesia,2,0,2
03/07/2003,Italy,4,0,4
03/07/2003,Kuwait,1,0,1
03/07/2003,Malaysia,5,2,3
03/07/2003,Mongolia,9,0,9
03/07/2003,New Zealand,1,0,1
03/07/2003,Philippines,14,2,12
03/07/2003,Republic of Ireland,1,0,1
03/07/2003,Republic of Korea,3,0,3
03/07/2003,Romania,1,0,1
03/07/2003,Russian Federation,1,0,0
03/07/2003,Singapore,206,32,171
03/07/2003,South Africa,1,1,0
03/07/2003,Spain,1,0,1
03/07/2003,Sweden,3,0,3
03/07/2003,Switzerland,1,0,1
03/07/2003,Thailand,9,2,7
03/07/2003,United Kingdom,4,0,4
03/07/2003,United States,73,0,65
03/07/2003,Viet Nam,63,5,58
04/07/2003,Brazil,1,0,1
04/07/2003,Canada,251,38,193
04/07/2003,China,5327,348,4934
04/07/2003,"Hong Kong SAR, China",1755,298,1430
04/07/2003,"Macao SAR, China",1,0,1
04/07/2003,"Taiwan, China",674,84,500
04/07/2003,Colombia,1,0,1
04/07/2003,Finland,1,0,1
04/07/2003,France,7,0,6
04/07/2003,Germany,10,0,9
04/07/2003,India,3,0,3
04/07/2003,Indonesia,2,0,2
04/07/2003,Italy,4,0,4
04/07/2003,Kuwait,1,0,1
04/07/2003,Malaysia,5,2,3
04/07/2003,Mongolia,9,0,9
04/07/2003,New Zealand,1,0,1
04/07/2003,Philippines,14,2,12
04/07/2003,Republic of Ireland,1,0,1
04/07/2003,Republic of Korea,3,0,3
04/07/2003,Romania,1,0,1
04/07/2003,Russian Federation,1,0,0
04/07/2003,Singapore,206,32,171
04/07/2003,South Africa,1,1,0
04/07/2003,Spain,1,0,1
04/07/2003,Sweden,3,0,3
04/07/2003,Switzerland,1,0,1
04/07/2003,Thailand,9,2,7
04/07/2003,United Kingdom,4,0,4
04/07/2003,United States,73,0,65
04/07/2003,Viet Nam,63,5,58
07/07/2003,Brazil,1,0,1
07/07/2003,Canada,251,38,193
07/07/2003,China,5327,348,4934
07/07/2003,"Hong Kong SAR, China",1755,298,1430
07/07/2003,"Macao SAR, China",1,0,1
07/07/2003,"Taiwan, China",674,84,500
07/07/2003,Colombia,1,0,1
07/07/2003,Finland,1,0,1
07/07/2003,France,7,0,6
07/07/2003,Germany,10,0,9
07/07/2003,India,3,0,3
07/07/2003,Indonesia,2,0,2
07/07/2003,Italy,4,0,4
07/07/2003,Kuwait,1,0,1
07/07/2003,Malaysia,5,2,3
07/07/2003,Mongolia,9,0,9
07/07/2003,New Zealand,1,0,1
07/07/2003,Philippines,14,2,12
07/07/2003,Republic of Ireland,1,0,1
07/07/2003,Republic of Korea,3,0,3
07/07/2003,Romania,1,0,1
07/07/2003,Russian Federation,1,0,0
07/07/2003,Singapore,206,32,171
07/07/2003,South Africa,1,1,0
07/07/2003,Spain,1,0,1
07/07/2003,Sweden,3,0,3
07/07/2003,Switzerland,1,0,1
07/07/2003,Thailand,9,2,7
07/07/2003,United Kingdom,4,0,4
07/07/2003,United States,73,0,65
07/07/2003,Viet Nam,63,5,58
08/07/2003,Brazil,1,0,1
08/07/2003,Canada,250,38,194
08/07/2003,China,5327,348,4934
08/07/2003,"Hong Kong SAR, China",1755,298,1430
08/07/2003,"Macao SAR, China",1,0,1
08/07/2003,"Taiwan, China",671,84,502
08/07/2003,Colombia,1,0,1
08/07/2003,Finland,1,0,1
08/07/2003,France,7,0,6
08/07/2003,Germany,10,0,9
08/07/2003,India,3,0,3
08/07/2003,Indonesia,2,0,2
08/07/2003,Italy,4,0,4
08/07/2003,Kuwait,1,0,1
08/07/2003,Malaysia,5,2,3
08/07/2003,Mongolia,9,0,9
08/07/2003,New Zealand,1,0,1
08/07/2003,Philippines,14,2,12
08/07/2003,Republic of Ireland,1,0,1
08/07/2003,Republic of Korea,3,0,3
08/07/2003,Romania,1,0,1
08/07/2003,Russian Federation,1,0,0
08/07/2003,Singapore,206,32,171
08/07/2003,South Africa,1,1,0
08/07/2003,Spain,1,0,1
08/07/2003,Sweden,3,0,3
08/07/2003,Switzerland,1,0,1
08/07/2003,Thailand,9,2,7
08/07/2003,United Kingdom,4,0,4
08/07/2003,United States,74,0,64
08/07/2003,Viet Nam,63,5,58
09/07/2003,Brazil,1,0,1
09/07/2003,Canada,249,38,193
09/07/2003,China,5327,348,4939
09/07/2003,"Hong Kong SAR, China",1755,298,1431
09/07/2003,"Macao SAR, China",1,0,1
09/07/2003,"Taiwan, China",671,84,504
09/07/2003,Colombia,1,0,1
09/07/2003,Finland,1,0,1
09/07/2003,France,7,0,6
09/07/2003,Germany,10,0,9
09/07/2003,India,3,0,3
09/07/2003,Indonesia,2,0,2
09/07/2003,Italy,4,0,4
09/07/2003,Kuwait,1,0,1
09/07/2003,Malaysia,5,2,3
09/07/2003,Mongolia,9,0,9
09/07/2003,New Zealand,1,0,1
09/07/2003,Philippines,14,2,12
09/07/2003,Republic of Ireland,1,0,1
09/07/2003,Republic of Korea,3,0,3
09/07/2003,Romania,1,0,1
09/07/2003,Russian Federation,1,0,0
09/07/2003,Singapore,206,32,171
09/07/2003,South Africa,1,1,0
09/07/2003,Spain,1,0,1
09/07/2003,Sweden,3,0,3
09/07/2003,Switzerland,1,0,1
09/07/2003,Thailand,9,2,7
09/07/2003,United Kingdom,4,0,4
09/07/2003,United States,75,0,67
09/07/2003,Viet Nam,63,5,58
10/07/2003,Brazil,1,0,1
10/07/2003,Canada,250,38,194
10/07/2003,China,5327,348,4941
10/07/2003,"Hong Kong SAR, China",1755,298,1431
10/07/2003,"Macao SAR, China",1,0,1
10/07/2003,"Taiwan, China",671,84,506
10/07/2003,Colombia,1,0,1
10/07/2003,Finland,1,0,1
10/07/2003,France,7,0,6
10/07/2003,Germany,10,0,9
10/07/2003,India,3,0,3
10/07/2003,Indonesia,2,0,2
10/07/2003,Italy,4,0,4
10/07/2003,Kuwait,1,0,1
10/07/2003,Malaysia,5,2,3
10/07/2003,Mongolia,9,0,9
10/07/2003,New Zealand,1,0,1
10/07/2003,Philippines,14,2,12
10/07/2003,Republic of Ireland,1,0,1
10/07/2003,Republic of Korea,3,0,3
10/07/2003,Romania,1,0,1
10/07/2003,Russian Federation,1,0,0
10/07/2003,Singapore,206,32,172
10/07/2003,South Africa,1,1,0
10/07/2003,Spain,1,0,1
10/07/2003,Sweden,3,0,3
10/07/2003,Switzerland,1,0,1
10/07/2003,Thailand,9,2,7
10/07/2003,United Kingdom,4,0,4
10/07/2003,United States,75,0,67
10/07/2003,Viet Nam,63,5,58
11/07/2003,Brazil,1,0,1
11/07/2003,Canada,250,38,194
11/07/2003,China,5327,348,4941
11/07/2003,"Hong Kong SAR, China",1755,298,1433
11/07/2003,"Macao SAR, China",1,0,1
11/07/2003,"Taiwan, China",671,84,507
11/07/2003,Colombia,1,0,1
11/07/2003,Finland,1,0,1
11/07/2003,France,7,1,6
11/07/2003,Germany,10,0,9
11/07/2003,India,3,0,3
11/07/2003,Indonesia,2,0,2
11/07/2003,Italy,4,0,4
11/07/2003,Kuwait,1,0,1
11/07/2003,Malaysia,5,2,3
11/07/2003,Mongolia,9,0,9
11/07/2003,New Zealand,1,0,1
11/07/2003,Philippines,14,2,12
11/07/2003,Republic of Ireland,1,0,1
11/07/2003,Republic of Korea,3,0,3
11/07/2003,Romania,1,0,1
11/07/2003,Russian Federation,1,0,0
11/07/2003,Singapore,206,32,172
11/07/2003,South Africa,1,1,0
11/07/2003,Spain,1,0,1
11/07/2003,Sweden,3,0,3
11/07/2003,Switzerland,1,0,1
11/07/2003,Thailand,9,2,7
11/07/2003,United Kingdom,4,0,4
11/07/2003,United States,75,0,67
11/07/2003,Viet Nam,63,5,58
